aoi_name,screen_x_min,screen_y_min,screen_x_max,screen_y_max,vid_x_min,vid_y_min,vid_x_max,vid_y_max,screen_x_min_std,screen_y_min_std,video_file,trait,level
left_cheek,774.5,515.6,908.3,678.4,491.6,340.5,598.6,470.7,5.6,7.0,emotional_stability_high2_69BopbFc34U.000.mp4,emotional_stability,high
left_eye,792.5,400.0,941.7,509.5,506.0,248.0,625.4,335.6,10.6,6.7,emotional_stability_high2_69BopbFc34U.000.mp4,emotional_stability,high
mouth,885.6,667.9,1035.7,724.4,580.5,462.3,700.6,507.5,6.7,5.4,emotional_stability_high2_69BopbFc34U.000.mp4,emotional_stability,high
nose,913.5,480.8,1036.9,641.2,602.8,312.6,701.5,441.0,6.7,4.8,emotional_stability_high2_69BopbFc34U.000.mp4,emotional_stability,high
right_cheek,1035.4,531.4,1138.9,687.2,700.3,353.1,783.1,477.7,6.1,8.1,emotional_stability_high2_69BopbFc34U.000.mp4,emotional_stability,high
right_eye,1016.2,419.7,1141.4,518.4,685.0,263.8,785.1,342.7,7.0,8.8,emotional_stability_high2_69BopbFc34U.000.mp4,emotional_stability,high
chin,728.9,519.3,1152.6,828.3,455.1,343.4,794.0,590.6,44.4,18.9,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
forehead,725.0,325.7,1153.4,691.9,452.0,188.6,794.7,481.5,42.4,13.1,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
left_cheek,761.0,534.2,900.9,707.5,480.8,355.4,592.7,494.0,33.7,14.0,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
left_eye,776.1,411.5,926.8,508.6,492.9,257.2,613.4,334.9,31.6,12.1,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
mouth,888.6,646.7,1054.9,742.4,582.8,445.3,715.9,521.9,22.8,13.0,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
nose,912.6,467.5,1035.6,620.1,602.1,302.0,700.5,424.1,22.5,11.2,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
right_cheek,1034.8,520.3,1148.4,693.4,699.8,344.3,790.7,482.8,22.7,14.9,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
right_eye,1003.2,402.1,1132.1,504.8,674.6,249.7,777.6,331.8,25.4,14.7,emotional_stability_high3__kK9tGN883Y.000.mp4,emotional_stability,high
chin,688.4,511.4,1042.0,779.2,422.7,337.2,705.6,551.4,8.8,11.3,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
forehead,688.4,350.3,1079.3,657.1,422.7,208.3,735.4,453.7,8.8,8.3,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
left_cheek,751.9,523.1,900.3,678.8,473.5,346.5,592.3,471.0,5.8,9.0,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
left_eye,788.5,433.8,942.7,513.5,502.8,275.0,626.1,338.8,6.0,7.2,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
mouth,869.5,645.7,996.5,706.2,567.6,444.6,669.2,492.9,7.9,9.5,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
nose,913.3,481.6,1017.1,621.1,602.7,313.2,685.7,424.9,7.3,8.1,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
right_cheek,1003.1,523.9,1070.8,670.1,674.5,347.1,728.7,464.1,5.8,4.4,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
right_eye,989.5,429.8,1080.6,509.8,663.6,271.8,736.5,335.8,5.2,5.0,emotional_stability_high4_PHv6CzBIC5E.001.mp4,emotional_stability,high
chin,755.0,532.6,1174.1,841.9,476.0,354.1,811.3,601.5,26.3,12.2,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
forehead,749.2,341.0,1176.3,700.8,471.4,200.8,813.1,488.7,18.7,8.5,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
left_cheek,769.2,541.2,890.9,714.3,487.4,361.0,584.7,499.4,11.3,13.2,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
left_eye,783.2,420.6,920.0,517.7,498.6,264.5,608.0,342.1,11.3,11.9,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
mouth,874.7,675.8,1028.3,766.4,571.8,468.6,694.6,541.1,16.3,14.5,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
nose,892.8,480.5,1010.9,645.2,586.2,312.4,680.7,444.2,21.5,10.7,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
right_cheek,1019.3,543.2,1150.6,717.6,687.4,362.6,792.5,502.1,18.7,12.2,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
right_eye,992.8,417.3,1136.0,518.3,666.3,261.8,780.8,342.6,23.2,11.4,emotional_stability_high5_ZIk7N-xHvF4.002.mp4,emotional_stability,high
chin,762.2,532.7,1161.2,805.9,481.8,354.2,801.0,572.7,18.6,11.7,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
forehead,760.0,335.7,1165.6,689.6,480.0,196.5,804.5,479.7,17.8,16.9,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
left_cheek,775.2,526.1,893.8,685.5,492.2,348.9,587.0,476.4,16.1,17.5,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
left_eye,793.9,389.5,924.5,510.4,507.1,239.6,611.6,336.3,18.0,22.2,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
mouth,872.7,640.1,1033.6,723.8,570.1,440.0,698.9,507.0,22.0,25.2,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
nose,902.9,465.4,1006.2,619.4,594.3,300.3,677.0,423.6,26.4,21.2,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
right_cheek,1018.7,534.9,1142.7,694.9,687.0,355.9,786.2,483.9,22.6,17.9,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
right_eye,994.0,394.7,1129.0,513.7,667.2,243.8,775.2,338.9,24.4,21.0,emotional_stability_low1_jjFzwsootdM.000.mp4,emotional_stability,low
chin,744.8,517.1,1163.4,809.5,467.9,341.7,802.7,575.6,9.8,9.6,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
forehead,740.9,326.7,1166.9,692.8,464.7,189.4,805.5,482.2,12.4,7.3,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
left_cheek,770.0,526.8,904.2,692.6,488.0,349.5,595.3,482.1,7.7,18.0,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
left_eye,788.1,402.5,934.1,506.9,502.5,250.0,619.3,333.6,11.6,14.2,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
mouth,892.7,642.6,1046.0,734.8,586.2,442.1,708.8,515.8,20.0,9.7,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
nose,917.7,466.1,1026.4,616.1,606.1,300.9,693.1,420.9,14.2,7.8,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
right_cheek,1034.0,526.7,1154.0,689.6,699.2,349.4,795.2,479.7,10.2,15.2,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
right_eye,1004.1,403.8,1136.3,507.2,675.3,251.0,781.1,333.8,13.2,12.3,emotional_stability_low2_7QeVs-mXmcI.003.mp4,emotional_stability,low
chin,792.4,533.4,1203.6,819.8,505.9,354.7,834.9,583.8,21.1,17.5,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
forehead,780.9,332.0,1203.6,721.7,496.7,193.6,834.9,505.4,18.6,9.4,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
left_cheek,782.4,547.1,884.3,712.6,497.9,365.7,579.4,498.1,18.3,14.9,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
left_eye,791.6,425.2,910.7,525.2,505.3,268.1,600.6,348.2,16.8,15.1,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
mouth,880.3,636.8,1052.7,734.9,576.3,437.4,714.2,515.9,27.4,16.1,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
nose,883.1,468.4,997.5,610.8,578.5,302.7,670.0,416.6,25.3,12.7,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
right_cheek,1014.3,516.2,1165.0,686.0,683.4,341.0,804.0,476.8,22.4,16.1,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
right_eye,968.7,399.4,1125.1,499.8,647.0,247.5,772.1,327.8,23.2,14.1,emotional_stability_low3_84emxO86qa8.005.mp4,emotional_stability,low
chin,793.1,488.2,1211.5,829.4,506.5,318.6,841.2,591.5,19.5,20.8,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
forehead,769.4,309.0,1211.6,709.3,487.5,175.2,841.2,495.5,19.7,10.0,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
left_cheek,785.2,546.8,892.7,718.2,500.2,365.5,586.2,502.6,11.7,22.2,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
left_eye,783.3,409.8,911.1,521.7,498.6,255.8,600.9,345.3,14.4,17.3,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
mouth,897.0,653.4,1071.7,764.8,589.6,450.7,729.4,539.8,24.3,15.7,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
nose,899.1,468.5,1010.0,628.2,591.3,302.8,680.0,430.6,13.6,9.2,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
right_cheek,1022.3,498.7,1177.3,685.2,689.9,327.0,813.9,476.2,10.4,25.9,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
right_eye,967.7,371.0,1125.3,494.9,646.1,224.8,772.2,323.9,18.2,15.8,emotional_stability_low4_OLFhKCgexRU.000.mp4,emotional_stability,low
chin,874.3,504.3,1221.4,812.2,571.5,331.5,849.1,577.8,43.3,22.4,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
forehead,830.5,341.6,1221.4,676.4,536.4,201.3,849.1,469.2,38.4,22.1,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
left_cheek,838.6,535.5,908.1,693.1,542.9,356.4,598.5,482.5,34.9,23.6,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
left_eye,828.0,430.0,918.1,514.3,534.4,272.0,606.5,339.5,34.3,26.0,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
mouth,895.4,658.7,1016.4,747.1,588.4,455.0,685.1,525.7,31.4,25.9,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
nose,877.2,481.7,978.2,631.1,573.7,313.4,654.6,432.8,34.9,24.2,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
right_cheek,994.2,519.7,1150.1,693.6,667.4,343.8,792.1,482.9,37.4,22.5,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
right_eye,946.0,417.5,1101.5,507.2,628.8,262.0,753.2,333.7,42.6,23.7,emotional_stability_low5_f8eU5Pc-y0g.004.mp4,emotional_stability,low
chin,792.4,533.4,1203.6,819.8,505.9,354.7,834.9,583.8,21.1,17.5,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
forehead,780.9,332.0,1203.6,721.7,496.7,193.6,834.9,505.4,18.6,9.4,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
left_cheek,782.4,547.1,884.3,712.6,497.9,365.7,579.4,498.1,18.3,14.9,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
left_eye,791.6,425.2,910.7,525.2,505.3,268.1,600.6,348.2,16.8,15.1,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
mouth,880.3,636.8,1052.7,734.9,576.3,437.4,714.2,515.9,27.4,16.1,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
nose,883.1,468.4,997.5,610.8,578.5,302.7,670.0,416.6,25.3,12.7,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
right_cheek,1014.3,516.2,1165.0,686.0,683.4,341.0,804.0,476.8,22.4,16.1,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
right_eye,968.7,399.4,1125.1,499.8,647.0,247.5,772.1,327.8,23.2,14.1,extraversion_high1_84emxO86qa8.005.mp4,extraversion,high
chin,734.4,504.9,1147.9,805.5,459.5,331.9,790.3,572.4,16.9,16.7,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
forehead,732.0,321.9,1158.6,684.0,457.6,185.5,798.9,475.2,16.8,14.8,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
left_cheek,763.4,513.6,904.0,681.7,482.8,338.9,595.2,473.3,17.4,21.3,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
left_eye,789.0,390.6,943.5,499.9,503.2,240.5,626.8,327.9,26.6,21.8,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
mouth,880.1,638.3,1037.9,731.5,576.0,438.6,702.4,513.2,23.5,20.1,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
nose,918.1,466.0,1026.5,614.2,606.5,300.8,693.2,419.3,23.3,18.4,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
right_cheek,1034.1,529.5,1146.7,692.2,699.2,351.6,789.3,481.8,19.4,23.8,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
right_eye,1008.1,402.9,1140.8,511.2,678.4,250.3,784.7,337.0,20.9,25.4,extraversion_high2_fBMKlYUjA9E.003.mp4,extraversion,high
chin,752.2,516.9,1155.3,801.1,473.8,341.5,796.2,568.9,12.2,8.9,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
forehead,749.0,330.8,1156.7,673.9,471.2,192.6,797.4,467.1,11.6,9.4,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
left_cheek,770.2,529.0,895.5,688.3,488.1,351.2,588.4,478.6,8.5,11.2,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
left_eye,782.5,403.7,920.4,509.4,498.0,251.0,608.4,335.5,11.4,14.0,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
mouth,885.1,649.0,1035.5,728.4,580.1,447.2,700.4,510.7,10.1,12.6,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
nose,906.3,470.9,1015.8,625.2,597.0,304.7,684.6,428.1,11.1,10.2,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
right_cheek,1024.5,522.7,1143.7,684.5,691.6,346.2,787.0,475.6,10.8,9.8,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
right_eye,998.5,398.3,1131.0,507.7,670.8,246.6,776.8,334.2,12.7,11.2,extraversion_high3_As93GgkTdt4.004.mp4,extraversion,high
chin,767.8,513.2,1198.9,818.3,486.3,338.6,831.1,582.6,14.2,18.4,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
forehead,754.4,329.4,1198.8,743.2,475.5,191.5,831.0,522.6,14.3,9.8,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
left_cheek,776.2,555.8,894.1,725.7,493.0,372.6,587.3,508.6,16.7,13.3,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
left_eye,778.1,429.8,911.3,535.5,494.5,271.9,601.1,356.4,17.2,15.7,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
mouth,903.7,629.1,1080.6,729.6,594.9,431.3,736.5,511.7,28.1,16.2,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
nose,904.2,468.2,1020.9,608.0,595.3,302.6,688.7,414.4,28.9,12.5,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
right_cheek,1027.4,497.3,1175.6,664.8,693.9,325.9,812.5,459.9,25.0,16.6,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
right_eye,969.7,390.9,1119.1,491.7,647.8,240.7,767.3,321.4,28.2,13.0,extraversion_high4_84emxO86qa8.001.mp4,extraversion,high
chin,749.8,517.3,1189.9,832.8,471.9,341.9,823.9,594.3,14.7,6.3,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
forehead,747.2,320.3,1192.1,681.6,469.8,184.2,825.7,473.3,14.4,5.9,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
left_cheek,759.9,524.6,885.3,700.6,479.9,347.7,580.2,488.5,7.1,9.4,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
left_eye,774.3,398.0,911.8,502.0,491.4,246.4,601.5,329.6,6.8,10.2,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
mouth,872.9,658.2,1047.1,759.8,570.3,454.6,709.7,535.8,10.4,16.2,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
nose,892.2,468.3,1011.2,629.4,585.8,302.7,680.9,431.5,9.0,9.5,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
right_cheek,1024.2,524.6,1164.1,701.9,691.3,347.7,803.3,489.6,6.6,6.9,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
right_eye,993.0,400.4,1147.1,501.5,666.4,248.3,789.7,329.2,8.3,8.6,extraversion_high5_FxVUG2R1y0Q.004.mp4,extraversion,high
chin,728.9,519.3,1152.6,828.3,455.1,343.4,794.0,590.6,44.4,18.9,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
forehead,725.0,325.7,1153.4,691.9,452.0,188.6,794.7,481.5,42.4,13.1,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
left_cheek,761.0,534.2,900.9,707.5,480.8,355.4,592.7,494.0,33.7,14.0,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
left_eye,776.1,411.5,926.8,508.6,492.9,257.2,613.4,334.9,31.6,12.1,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
mouth,888.6,646.7,1054.9,742.4,582.8,445.3,715.9,521.9,22.8,13.0,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
nose,912.6,467.5,1035.6,620.1,602.1,302.0,700.5,424.1,22.5,11.2,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
right_cheek,1034.8,520.3,1148.4,693.4,699.8,344.3,790.7,482.8,22.7,14.9,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
right_eye,1003.2,402.1,1132.1,504.8,674.6,249.7,777.6,331.8,25.4,14.7,extraversion_low1__kK9tGN883Y.000.mp4,extraversion,low
chin,753.7,538.2,1158.1,856.1,475.0,345.6,798.5,590.8,62.9,22.2,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
forehead,745.1,327.8,1162.2,730.6,468.1,183.3,801.7,494.0,54.8,7.7,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
left_cheek,772.7,552.7,891.5,733.6,490.2,356.8,585.2,496.3,31.7,18.9,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
left_eye,789.8,415.4,920.4,527.6,503.9,250.9,608.3,337.4,17.6,13.3,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
mouth,875.0,666.3,1042.4,769.5,572.0,444.4,705.9,524.0,21.7,11.8,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
nose,898.3,478.1,1014.1,638.2,590.6,299.3,683.3,422.7,16.9,9.2,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
right_cheek,1019.1,538.7,1141.2,721.4,687.3,346.0,785.0,486.9,15.3,19.0,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
right_eye,979.1,402.7,1115.3,515.5,655.3,241.2,764.3,328.1,25.5,16.3,extraversion_low2_oxw3nT9LSsg.000.mp4,extraversion,low
chin,822.5,525.9,1204.0,810.6,530.0,348.7,835.2,576.5,41.4,8.4,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
forehead,818.2,320.1,1205.2,688.5,526.6,184.1,836.2,478.8,37.8,13.3,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
left_cheek,796.2,516.5,864.1,674.3,509.0,341.2,563.3,467.4,39.3,10.3,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
left_eye,811.4,394.7,896.9,498.1,521.1,243.8,589.5,326.5,38.5,11.7,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
mouth,834.5,629.0,979.5,711.3,539.6,431.2,655.6,497.0,42.9,13.1,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
nose,843.1,450.9,954.9,597.3,546.5,288.7,635.9,405.8,45.7,12.0,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
right_cheek,979.2,519.4,1136.3,692.3,655.4,343.5,781.1,481.8,44.3,11.6,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
right_eye,950.2,385.3,1112.6,495.1,632.2,236.3,762.0,324.1,44.8,14.4,extraversion_low3_-fXqnCljdm0.003.mp4,extraversion,low
chin,732.4,483.6,1106.1,791.7,457.9,314.9,756.9,561.4,30.7,32.2,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
forehead,731.8,311.1,1127.7,645.2,457.4,176.9,774.2,444.2,30.7,35.8,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
left_cheek,764.7,496.1,897.8,667.1,483.7,324.9,590.2,461.7,25.0,28.5,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
left_eye,787.1,374.5,935.7,482.3,501.7,227.6,620.6,313.8,24.8,32.5,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
mouth,873.5,648.7,1026.3,726.4,570.8,447.0,693.0,509.2,16.4,16.5,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
nose,900.5,450.4,1029.4,615.3,592.4,288.3,695.5,420.2,15.4,22.7,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
right_cheek,1022.6,507.5,1117.2,672.2,690.1,334.0,765.7,465.8,13.5,18.9,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
right_eye,1002.3,384.8,1121.4,490.3,673.8,235.9,769.1,320.2,13.5,24.5,extraversion_low4_3zAyM2edy1g.004.mp4,extraversion,low
chin,736.4,503.6,1139.8,790.7,461.1,330.8,783.8,560.6,14.2,8.6,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
forehead,736.4,336.9,1155.1,688.7,461.1,197.5,796.1,479.0,14.2,4.4,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
left_cheek,767.0,505.7,895.5,666.3,485.6,332.6,588.4,461.0,8.1,6.8,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
left_eye,803.2,416.8,943.6,498.1,514.6,261.5,626.9,326.5,5.0,5.8,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
mouth,862.4,639.1,1011.4,707.2,561.9,439.3,681.1,493.8,6.6,4.3,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
nose,896.1,474.2,1011.4,614.2,588.9,307.4,681.1,419.4,5.4,4.6,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
right_cheek,1018.9,543.6,1132.3,696.5,687.1,362.9,777.8,485.2,3.9,6.0,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
right_eye,1009.2,429.7,1131.7,520.7,679.4,271.8,777.3,344.5,5.0,4.0,extraversion_low5_PHv6CzBIC5E.004.mp4,extraversion,low
chin,706.9,503.9,1155.0,817.9,437.5,331.2,796.0,582.3,32.5,20.8,openness_high1_jSw-grsJCnE.003.mp4,openness,high
forehead,705.6,308.9,1160.2,685.3,436.5,175.1,800.2,476.2,31.8,17.3,openness_high1_jSw-grsJCnE.003.mp4,openness,high
left_cheek,736.7,504.7,879.9,681.7,461.4,331.7,575.9,473.4,17.1,22.7,openness_high1_jSw-grsJCnE.003.mp4,openness,high
left_eye,763.3,378.4,915.3,485.2,482.7,230.7,604.2,316.2,17.9,20.4,openness_high1_jSw-grsJCnE.003.mp4,openness,high
mouth,863.6,625.7,1030.8,740.5,562.9,428.6,696.7,520.4,26.0,24.4,openness_high1_jSw-grsJCnE.003.mp4,openness,high
nose,892.5,452.0,1010.0,603.4,586.0,289.6,680.0,410.7,28.4,19.8,openness_high1_jSw-grsJCnE.003.mp4,openness,high
right_cheek,1019.6,519.9,1145.5,691.0,687.6,343.9,788.4,480.8,23.5,19.8,openness_high1_jSw-grsJCnE.003.mp4,openness,high
right_eye,993.7,394.8,1132.6,495.2,666.9,243.9,778.1,324.2,24.7,21.2,openness_high1_jSw-grsJCnE.003.mp4,openness,high
chin,793.6,505.6,1182.1,811.8,506.8,332.4,817.7,577.4,13.0,10.7,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
forehead,778.1,326.2,1182.2,675.2,494.5,189.0,817.8,468.2,12.0,10.5,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
left_cheek,784.5,536.6,885.0,697.7,499.6,357.3,580.0,486.2,12.3,9.5,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
left_eye,783.7,409.2,901.3,515.2,498.9,255.4,593.0,340.2,15.9,15.3,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
mouth,888.6,647.6,1040.6,742.3,582.9,446.1,704.5,521.8,20.2,15.0,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
nose,890.0,474.6,999.0,631.9,584.0,307.7,671.2,433.5,25.8,12.8,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
right_cheek,1010.4,513.3,1149.2,685.8,680.3,338.6,791.4,476.6,24.4,11.9,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
right_eye,966.0,393.9,1118.6,502.5,644.8,243.1,766.9,330.0,29.9,13.2,openness_high2_3S8QUGYVf_w.003.mp4,openness,high
chin,749.4,515.8,1160.6,831.0,471.5,340.6,800.5,592.8,19.9,20.9,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
forehead,748.9,332.0,1170.9,716.0,471.1,193.6,808.7,500.8,19.5,12.1,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
left_cheek,764.4,513.3,893.1,683.7,483.5,338.6,586.5,475.0,10.5,17.8,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
left_eye,802.2,399.0,941.5,505.4,513.8,247.2,625.2,332.3,13.3,14.2,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
mouth,848.1,646.6,1038.4,758.3,550.5,445.3,702.7,534.6,16.6,16.4,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
nose,894.1,477.0,1016.0,631.5,587.3,309.6,684.8,433.2,15.2,13.4,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
right_cheek,1025.8,554.2,1148.1,719.3,692.6,371.3,790.5,503.4,10.5,16.0,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
right_eye,1005.1,419.6,1141.2,530.2,676.1,263.7,784.9,352.1,10.1,15.7,openness_high3_h9jIdLBaMEo.002.mp4,openness,high
chin,771.1,533.6,1167.6,829.0,488.8,354.9,806.1,591.2,8.5,8.1,openness_high4_BmDClgdWlH4.002.mp4,openness,high
forehead,768.4,331.8,1167.8,697.4,486.7,193.4,806.2,486.0,7.3,9.9,openness_high4_BmDClgdWlH4.002.mp4,openness,high
left_cheek,781.9,536.2,896.0,702.7,497.6,357.0,588.8,490.2,6.8,11.6,openness_high4_BmDClgdWlH4.002.mp4,openness,high
